edad,ingreso_mensual,antiguedad_laboral_anios,score_crediticio,deuda_total,ratio_endeudamiento,numero_creditos_activos,retrasos_12m,limite_credito_solicitado,ahorros,aprobado
39,5269.16,21.05,391,14191.27,0.73,6,1,8607.02,9669.19,0
30,3881.57,26.45,431,305.32,0.68,4,4,10128.93,11963.42,0
28,3738.85,34.66,535,0.0,0.79,0,2,4711.3,5398.19,0
54,4094.32,9.87,841,0.0,0.56,0,0,4597.54,10224.78,1
63,3018.37,30.78,379,1019.9,0.71,6,1,11208.9,5763.2,0
28,4011.91,7.19,837,4405.98,0.55,6,0,9257.0,11131.02,1
54,3845.01,27.83,593,8448.95,0.44,4,2,7614.97,8557.97,1
55,4744.47,5.52,753,4735.54,0.82,6,4,12167.07,6964.15,0
57,4130.24,7.02,625,4633.1,0.42,7,2,11812.72,6174.67,0
55,2426.67,15.05,695,4988.35,0.57,4,4,12525.75,0.0,0
48,4172.52,7.25,705,6057.1,0.65,4,1,6543.06,6253.61,1
26,5420.5,28.25,663,2550.82,0.68,6,0,8312.05,4306.42,1
59,2494.84,1.31,510,7410.75,0.87,3,4,14760.11,9693.43,0
30,3464.08,12.11,805,5262.32,0.28,7,2,10414.63,7004.61,1
42,4163.57,20.0,538,6176.0,0.8,7,2,9663.54,737.26,0
67,2955.37,28.02,514,7135.75,0.27,4,1,10574.94,10254.84,1
48,3655.4,34.14,704,7197.85,0.5,3,0,7454.01,5519.09,1
35,4200.88,18.77,511,7885.63,0.54,3,4,2769.42,7245.88,0
24,2963.8,6.74,503,2667.26,0.19,0,4,8256.89,9172.47,0
33,4416.87,8.01,846,6877.04,0.59,1,3,8483.91,3035.19,1
48,4521.22,21.38,354,507.77,0.14,0,2,11478.75,7378.38,1
62,3012.21,5.16,430,0.0,0.47,2,1,12010.07,4181.45,0
60,4178.76,29.63,787,4191.07,0.51,0,0,11832.3,13081.58,1
31,5127.18,29.48,369,6649.66,0.58,6,4,7118.94,6431.7,0
55,3997.91,25.35,384,6869.57,0.79,1,3,2656.0,2632.08,0
52,4549.1,33.99,325,6480.38,0.69,3,0,9708.62,15773.45,0
60,4736.7,15.76,331,8019.33,0.27,7,0,10424.31,8363.6,1
45,3947.21,33.59,637,0.0,0.28,7,0,6502.72,7915.64,1
45,5043.81,6.99,431,3619.27,0.92,5,0,10406.29,13029.76,0
41,4506.63,8.98,697,4623.92,0.8,3,4,9629.48,1376.44,0
64,3269.05,18.6,765,2796.04,0.6,2,1,7601.82,6073.73,1
46,4632.03,31.08,512,6360.06,0.43,5,0,8977.52,7569.8,1
26,4941.31,0.33,715,7157.34,0.62,0,1,9255.09,3040.1,1
45,4888.24,29.96,769,6306.82,0.18,7,2,5931.54,11386.55,1
63,3585.24,13.06,362,5697.76,0.63,0,2,6721.79,10284.85,0
61,4579.48,30.21,708,12591.96,0.59,0,2,5314.71,3750.52,1
39,5402.08,30.01,654,5580.28,0.29,6,3,7678.77,7229.29,1
64,4375.38,31.05,396,5428.31,0.46,4,0,10809.63,5896.3,1
25,5234.77,19.73,778,9166.09,0.49,1,3,8372.65,12137.0,1
57,5340.35,4.21,468,11060.35,0.07,1,2,5465.36,6994.08,1
51,4137.88,10.55,814,2517.48,0.82,4,4,8807.57,9708.48,0
21,4766.09,12.4,593,2260.61,0.73,7,3,9319.41,11117.6,0
43,3910.92,22.75,596,9601.99,0.59,5,1,11128.52,9660.75,1
39,5134.52,11.88,615,8893.67,0.53,2,1,11035.16,11138.94,1
41,4092.23,17.17,777,8037.16,0.55,7,3,8672.14,8491.37,1
33,3679.67,12.64,364,4588.59,0.53,4,2,1724.35,3182.59,0
62,4152.12,21.74,497,7454.71,0.53,7,2,7873.0,11465.59,0
61,4110.44,5.35,771,987.66,0.57,4,4,13063.17,5147.15,0
27,4520.23,13.61,315,1806.63,0.9,6,2,5584.65,9587.3,0
58,4595.68,30.76,490,10261.07,0.65,6,2,9186.87,4187.16,0
51,3129.12,10.0,385,1465.82,0.2,7,2,7365.9,4425.28,0
30,3591.64,17.04,373,4901.2,0.42,4,4,8335.09,8420.93,0
41,4502.48,27.22,447,7366.41,0.41,1,2,12351.89,7705.72,0
34,4612.21,24.28,308,6375.86,0.37,7,0,9071.67,3634.93,0
46,4257.25,16.32,322,1979.61,0.11,1,0,10845.56,12170.09,1
27,6551.42,2.58,330,3545.58,0.54,5,0,10589.13,10374.3,0
45,5189.38,30.35,831,7206.95,0.68,6,3,7177.5,3772.09,1
26,4115.09,32.2,332,4022.31,0.42,5,4,10465.02,14836.73,0
27,4840.62,27.68,849,10531.96,0.46,2,0,7084.28,8071.18,1
62,5390.49,26.79,604,4948.18,0.51,7,1,9995.79,7248.29,1
46,4516.48,30.96,791,11055.97,0.18,3,2,10345.08,9943.81,1
35,2617.83,30.58,662,5320.05,0.62,4,1,9331.78,8802.37,1
63,4277.72,16.61,591,9214.29,0.37,2,0,7712.63,8277.55,1
37,4237.15,13.72,436,6733.64,0.69,4,3,6590.66,13301.82,0
29,6112.29,15.94,538,5577.59,0.78,7,1,10313.86,12360.44,1
65,2540.08,4.68,415,1137.65,0.51,2,4,8976.19,1460.91,0
21,5587.03,6.72,479,7164.98,0.41,2,0,11241.65,8680.05,1
67,4056.08,24.09,722,5594.14,0.28,6,1,12826.91,7603.48,1
24,5035.97,25.82,612,6463.45,0.69,6,4,7170.95,3773.75,0
60,3936.1,24.24,589,3652.46,0.26,3,2,13685.69,9859.12,1
43,4358.02,20.26,371,2397.93,0.24,1,2,7993.23,11440.34,1
27,5219.75,5.42,432,2315.17,0.28,1,1,11734.55,0.0,1
68,4278.21,13.22,724,4989.8,0.39,7,0,8980.76,10611.9,1
41,5152.1,33.28,760,8159.74,0.87,5,4,10913.64,5908.91,0
23,4131.39,33.34,488,4231.36,0.41,5,4,6939.7,7530.31,0
56,3836.14,10.32,615,1827.72,0.23,6,0,10122.84,12337.58,1
69,4008.79,13.11,740,2674.44,0.2,7,0,14378.47,7041.61,1
28,3753.75,6.46,532,1689.73,0.33,6,3,5998.01,8641.63,0
47,4098.99,12.57,355,166.06,0.45,1,4,9362.15,7377.74,0
66,5433.84,15.67,655,4057.24,0.66,5,4,8393.7,9743.88,0
26,3155.51,9.88,451,3190.23,0.61,2,3,8615.84,12790.5,0
59,2714.85,31.74,529,4107.23,0.1,4,1,10816.63,4155.66,1
41,4193.4,2.69,755,11136.3,0.54,6,0,9621.63,9250.74,1
23,5726.96,15.35,343,8192.8,0.64,5,1,10344.62,3358.84,0
31,5153.61,2.45,733,9791.98,0.84,3,0,8107.73,7919.59,1
63,5402.75,12.57,715,5355.33,0.04,3,1,8766.74,3590.83,1
55,5338.57,26.72,661,6113.97,0.66,3,2,15406.28,8072.07,1
64,3557.59,3.53,315,2784.11,0.11,5,0,5458.38,3660.49,0
47,4321.32,20.28,615,0.0,0.37,0,1,5941.46,7339.46,1
27,1820.67,20.03,304,349.64,0.45,5,3,9882.46,11411.55,0
35,3667.59,19.9,841,4142.14,0.99,0,3,9084.81,14971.44,0
35,4763.44,17.58,811,6770.42,0.08,1,2,6075.47,2055.32,1
33,2816.18,21.65,664,12282.36,0.21,5,3,8584.29,14429.22,1
24,2363.42,9.25,335,5051.73,0.71,3,0,8309.41,9068.39,0
63,3049.74,9.25,473,503.59,0.22,7,2,10691.43,439.24,0
25,4416.89,27.16,779,4109.43,0.07,2,2,10084.96,9300.89,1
58,5272.2,6.1,407,6872.87,0.7,3,0,11376.28,11002.39,0
56,6551.11,28.83,457,1666.08,0.46,7,4,8383.29,3585.04,0
42,5512.22,31.42,537,3783.82,0.29,1,0,7699.05,3684.15,1
51,2861.73,19.93,526,6867.35,0.89,5,0,8238.27,6606.99,0
40,2139.0,9.81,811,5670.28,0.82,1,3,11416.06,14459.63,0
46,4364.03,15.29,819,6673.54,0.52,4,0,9256.01,10679.55,1
57,5184.35,17.91,393,5517.72,0.41,3,2,6696.08,10538.77,0
43,2776.15,24.39,356,5269.62,0.39,3,2,9160.5,1555.82,0
68,3764.01,32.88,778,9611.48,0.55,4,2,8718.35,12214.52,1
62,3831.32,14.94,448,8170.48,0.58,3,0,9080.2,11365.03,0
24,4268.93,7.19,716,6153.05,0.36,0,0,10498.55,6137.94,1
65,4078.49,10.82,360,7022.36,0.2,7,2,7259.02,12606.13,0
28,4707.06,33.22,393,5208.46,0.48,4,2,7744.48,13586.27,0
31,5196.22,7.43,417,5214.65,0.32,1,1,8795.97,7192.67,1
38,4310.77,8.84,307,6672.98,0.21,5,0,8946.04,9089.6,0
61,4923.29,1.12,632,6059.79,0.61,7,2,9868.99,9147.42,0
45,6043.52,21.43,336,13386.29,0.86,5,0,7702.6,7803.67,0
58,3331.35,16.51,435,6219.4,0.35,3,0,8462.07,5290.35,0
24,3309.65,28.86,586,6760.78,0.57,3,0,5799.91,6483.45,1
57,4712.49,22.46,829,12133.55,0.17,3,1,10159.88,9825.88,1
23,5922.86,22.86,438,2600.77,0.25,1,0,7949.83,4035.68,1
33,4407.58,23.96,794,5846.49,0.79,2,4,9883.05,6011.49,0
31,5242.49,16.03,694,9446.99,0.09,4,2,9429.04,9120.91,1
61,3982.89,10.38,478,6183.65,0.54,7,3,4556.92,13069.27,0
39,5086.12,0.65,604,5391.74,0.87,2,0,11448.7,5260.51,0
58,3699.24,13.89,789,2924.96,0.36,3,4,8253.39,3907.41,1
57,4871.99,0.44,510,5587.7,0.21,0,2,9106.46,7155.91,1
54,4622.36,7.47,460,3320.18,0.69,6,3,6246.62,7545.33,0
50,4623.4,13.19,606,8795.01,0.57,7,2,10803.9,10016.99,0
63,5509.17,18.27,314,7300.14,0.57,0,3,8361.12,5555.29,0
22,5233.16,13.31,697,4636.57,0.65,7,4,9905.0,3556.96,0
53,3735.19,7.54,424,9140.29,0.22,6,0,10102.53,0.0,0
23,5072.95,26.36,690,2369.02,0.25,3,0,8698.01,12636.78,1
51,2749.01,11.11,338,2854.28,0.69,0,1,6340.13,11673.87,0
43,5170.57,12.38,375,7861.74,0.92,2,2,7299.09,11682.04,0
68,6757.31,7.81,643,6409.86,0.59,5,3,10332.1,4248.15,1
63,4762.36,2.47,440,1977.74,0.72,2,1,8317.11,13243.5,0
23,4744.21,26.44,771,3207.64,0.73,4,2,6957.04,5845.88,1
65,4346.48,15.92,410,4809.37,0.9,7,3,9101.95,10152.58,0
29,5040.71,19.35,726,3529.77,0.32,4,1,8307.95,1068.95,1
38,3888.28,30.52,632,6177.42,0.61,3,0,9333.81,13813.92,1
47,4900.77,30.89,822,5188.53,0.07,0,4,13652.02,11738.13,1
64,4054.69,20.26,823,7047.54,0.64,1,0,8177.38,6095.2,1
37,3919.5,33.12,750,5321.29,0.65,5,3,12977.91,5054.96,1
66,4415.13,18.99,558,6629.69,0.53,0,1,11523.64,12594.59,1
35,4251.24,30.84,539,4178.48,0.79,6,1,8031.1,14160.48,1
40,2744.64,16.46,332,6719.67,0.32,0,3,13068.34,9565.94,0
66,6177.07,9.31,668,6603.34,0.43,1,3,9890.26,9925.88,1
57,4435.39,17.45,514,7704.33,0.91,2,3,10015.17,5772.21,0
54,2784.13,5.63,429,6597.48,0.13,5,4,7200.42,1802.39,0
38,5280.85,13.33,460,4301.38,0.53,2,0,10908.34,8336.5,1
21,4285.85,8.03,513,5315.16,0.42,4,2,8738.01,7542.14,0
28,4495.9,15.85,548,9550.8,0.43,4,2,8071.95,5461.74,0
36,4948.5,3.23,542,4699.05,0.31,0,0,6291.57,10902.78,1
49,3506.72,15.21,834,5721.85,0.78,7,2,8664.18,16255.82,1
63,1663.07,19.96,536,10433.78,0.51,5,2,10835.42,7287.45,0
25,4222.7,34.64,831,7504.8,0.42,2,3,11694.77,10242.89,1
23,4530.58,34.89,666,7646.95,0.16,2,4,16156.1,9923.01,1
53,5215.19,23.06,605,2782.51,0.04,2,2,9367.26,6105.34,1
32,3631.56,15.91,745,2733.71,0.7,4,2,5702.88,9024.34,1
60,4072.72,26.23,700,6392.5,0.67,0,1,6187.4,2763.15,1
49,4672.19,32.28,697,12098.14,0.88,2,0,11798.29,4754.6,1
65,4028.12,24.19,313,0.0,0.81,7,1,10307.9,6419.94,0
43,4088.31,6.7,606,286.09,0.71,2,0,9329.36,12734.52,1
42,4542.22,21.32,618,7245.83,0.19,5,2,8291.32,8680.16,1
59,3416.36,17.43,642,6295.83,0.38,5,0,5938.16,6793.43,1
26,5738.41,32.04,639,2459.96,0.55,5,3,3100.2,0.0,1
31,3482.48,23.31,390,8289.65,0.32,0,2,7519.33,8877.48,0
65,4344.88,33.95,762,6078.17,0.19,3,2,7426.08,3229.78,1
27,4015.59,1.62,804,4001.65,0.76,7,3,10200.7,9609.95,0
63,3674.72,24.44,537,5221.13,0.61,4,0,5489.68,5985.14,1
55,4793.28,7.61,812,3800.89,0.44,0,2,10099.85,6663.43,1
68,5221.38,16.37,530,6413.73,0.41,2,1,6336.89,5877.21,1
34,5621.37,29.54,329,3295.09,0.93,0,0,5513.14,0.0,0
50,4834.61,34.83,768,1964.52,0.56,5,4,5518.36,10697.19,1
23,3907.02,7.77,354,3238.03,0.48,1,3,6077.53,2236.05,0
53,5086.57,30.13,374,6594.6,0.2,6,0,8985.01,1528.46,1
23,3009.67,4.6,583,8935.04,0.21,3,3,11021.74,10563.59,0
39,4353.3,10.69,826,3493.09,0.35,7,0,9714.55,9111.09,1
36,4778.75,7.62,632,2305.72,0.21,5,3,9613.93,4970.67,1
29,4815.51,34.24,685,6366.59,0.23,0,3,10922.13,6969.76,1
47,3269.81,3.73,379,8897.48,0.57,1,3,8505.93,9285.53,0
35,2957.01,28.06,777,4281.84,0.08,2,2,10518.08,7532.5,1
25,5798.99,18.32,786,10127.58,0.5,3,4,9095.57,5097.11,1
56,3841.71,25.24,782,3058.28,0.8,6,2,4504.9,12099.57,1
30,2818.1,3.04,427,9879.08,0.44,0,1,8572.23,6326.97,0
36,3183.62,16.15,518,7599.1,0.32,5,2,6462.92,1336.83,0
36,4309.69,19.4,398,236.13,0.15,5,0,5876.23,12917.28,1
54,5358.05,10.19,809,7106.99,0.66,6,4,8173.75,7401.96,1
56,4291.98,22.76,410,4783.17,0.84,2,2,4809.69,13795.94,0
45,5373.35,2.91,696,4927.69,0.76,3,0,9038.98,9423.89,1
24,4495.08,2.82,791,3212.76,0.64,5,0,8514.89,4495.45,1
43,4714.5,22.82,644,5526.6,0.71,1,2,3823.7,4493.62,1
55,5174.43,9.24,476,3449.87,0.14,3,2,9670.24,331.61,1
68,3948.65,30.05,371,5888.32,0.74,1,0,8347.81,5908.11,0
67,4552.28,19.79,425,8749.57,0.8,5,4,8404.18,8146.54,0
29,3935.36,30.84,574,9708.94,0.61,3,1,4742.72,8545.92,1
33,3709.83,29.75,474,8889.16,0.56,7,3,7713.99,12011.65,0
44,4872.65,24.71,608,8176.79,0.29,7,1,7468.2,3826.04,1
33,3541.67,34.34,840,6821.15,0.13,5,4,9635.51,2780.15,1
28,4351.54,8.63,381,4853.69,0.06,0,1,9014.25,6519.58,1
31,3566.23,19.68,580,2024.12,0.45,3,2,9536.42,9595.18,1
66,4196.64,4.52,484,8593.72,0.81,5,4,6128.22,7952.42,0
55,3800.78,24.88,308,4117.92,0.42,0,2,13091.15,8415.57,0
44,5258.75,28.71,563,6047.86,0.47,2,2,11596.2,6735.2,1
48,4343.7,31.34,835,1257.08,0.5,3,2,8260.35,0.0,1
37,4339.87,18.54,421,6832.11,0.81,3,1,9668.54,4745.99,0
47,5751.88,32.42,373,9734.53,0.14,2,0,1500.0,9018.82,1
29,1660.11,13.34,436,5188.74,0.52,1,1,5075.32,4084.29,0
23,3257.27,12.4,834,8258.53,0.45,0,3,9045.93,7319.72,1
50,1791.92,25.71,519,5013.37,0.49,5,1,5384.96,14468.33,0
48,4248.9,32.18,774,5983.52,0.21,5,2,8060.85,3231.5,0
40,4647.39,2.81,373,4004.39,0.77,0,3,11566.21,7803.64,0
43,4830.1,17.82,766,0.0,0.68,3,1,6340.69,7437.03,1
27,4490.29,15.63,470,6596.54,0.72,6,3,9449.71,2649.52,0
62,3462.0,1.16,651,6970.74,0.39,4,0,8440.42,5153.11,1
22,5822.69,3.87,519,7259.66,0.35,5,2,7208.9,14506.95,1
44,4517.79,28.72,408,10727.72,0.34,3,2,9485.78,7641.81,0
40,4006.78,33.13,439,8310.99,0.4,1,2,7150.85,5298.34,0
59,3230.81,19.96,795,6903.98,0.29,6,2,7594.93,8413.4,1
49,4616.67,8.42,422,3450.19,0.42,4,2,12943.33,7596.04,0
30,3794.56,34.29,480,14475.35,0.47,7,0,8096.67,2730.07,1
46,3830.24,14.81,531,1322.35,0.15,0,2,11852.59,3562.31,1
50,4419.96,4.66,451,4308.45,0.91,2,2,5176.43,10762.0,0
65,4428.45,27.57,666,3966.83,0.21,0,1,11551.61,6999.29,1
46,3492.27,24.49,479,8804.57,0.74,4,3,8315.65,8000.82,0
65,5357.96,24.16,332,6531.51,0.53,0,4,8073.4,9757.45,0
37,3326.88,13.43,450,7164.49,0.24,4,1,8465.57,6004.42,0
66,3222.51,9.88,481,91.14,0.6,1,4,8684.5,8706.61,0
67,4503.73,8.01,796,3883.24,0.8,6,0,8090.99,5352.72,1
60,4340.24,21.09,456,8705.9,0.41,2,3,7797.42,5078.21,0
62,4287.51,10.98,462,3940.76,0.59,6,2,12300.56,10646.62,0
44,3853.16,25.42,623,1654.91,0.74,7,0,9361.43,7325.6,1
66,4260.83,31.99,722,6140.59,0.16,3,1,3279.67,12402.96,1
46,3715.12,29.61,352,3690.19,0.37,2,0,7277.33,8385.1,1
49,2737.37,1.2,391,5509.08,0.6,2,4,8751.59,8413.76,0
40,4882.37,22.64,366,6612.24,0.49,5,3,11472.36,6822.98,0
49,3308.08,1.81,836,2470.82,0.47,0,4,11295.52,11048.6,1
40,4013.49,10.4,817,5380.05,0.22,2,1,9681.68,5976.21,1
48,4876.99,10.44,498,9704.39,0.09,3,0,8086.04,6853.67,1
23,4240.28,19.45,601,4725.28,0.15,3,0,11649.41,10880.65,1
24,6686.17,1.52,533,4860.19,0.75,7,2,11730.03,8289.72,0
60,2958.16,8.04,627,3783.77,0.64,4,0,13988.7,10428.09,0
63,3543.72,32.7,427,6577.35,0.34,1,0,10277.48,9118.25,1
33,4296.1,1.04,388,7143.31,0.29,4,3,9699.42,10105.19,0
21,5437.0,12.05,616,2829.55,0.65,2,4,5682.21,7420.02,0
22,3991.81,17.16,309,5944.72,0.47,7,1,10123.93,8033.53,0
59,2926.59,3.81,329,10726.09,0.59,5,4,8634.72,3490.08,0
43,5243.5,10.21,346,460.67,0.52,4,3,10068.88,5219.0,0
34,3384.41,21.85,807,8651.67,0.44,5,3,8775.72,6849.65,1
56,4034.91,11.57,323,8333.65,0.4,0,4,6643.91,14206.73,0
46,5006.19,19.53,333,817.57,0.36,1,1,7741.24,5882.18,1
42,3609.76,33.04,499,440.51,0.07,1,0,6394.39,6764.76,1
25,3805.08,3.38,308,3786.39,0.48,0,3,5769.14,4864.63,0
38,4650.08,23.49,433,9830.79,0.81,3,0,8986.94,7440.65,0
58,4027.22,0.87,626,3543.75,0.59,3,0,8057.46,8008.95,1
53,4467.95,13.64,828,5623.6,0.6,4,2,8450.46,11712.64,1
44,3357.65,25.13,823,5887.65,0.35,4,0,11386.71,8994.85,1
28,4101.82,33.48,322,5259.93,0.83,1,4,9693.53,8564.47,0
52,3225.74,16.21,796,11698.21,0.24,0,2,8511.1,4737.87,1
21,2805.98,22.02,300,6390.46,0.59,1,1,10720.97,6564.78,0
69,5787.37,17.07,624,1879.06,0.23,3,3,9920.1,14356.09,1
50,4615.59,4.15,345,6433.75,0.74,2,3,8893.09,4797.68,0
56,5031.19,3.15,774,7527.92,0.49,6,2,8953.59,342.73,1
46,3334.74,19.46,304,2172.74,0.11,7,0,9439.46,8580.29,1
38,4179.62,30.6,780,6101.31,0.3,7,3,3292.38,8975.5,1
63,4020.18,8.97,568,3638.99,0.22,7,4,8359.59,5394.81,0
22,2926.09,26.16,367,1438.08,0.23,7,3,12909.28,15317.35,0
41,4696.38,21.98,521,2679.82,0.69,1,1,9474.95,8291.62,1
56,3554.68,11.79,441,8017.49,0.73,7,0,12044.96,5828.07,0
59,4021.79,23.0,468,4980.96,0.83,1,3,9258.38,12626.54,0
33,2838.76,2.24,323,369.85,0.37,7,0,6035.63,7945.06,0
21,5097.69,8.92,829,7759.14,0.55,2,4,10810.8,5653.44,1
68,4887.23,13.35,639,4533.25,0.63,7,1,10089.79,10891.42,1
22,4557.05,22.47,710,0.0,0.32,1,1,5122.86,7861.46,1
60,3385.48,1.27,526,2102.25,0.73,1,3,7986.95,11197.26,0
50,3718.8,1.48,404,0.0,0.55,5,0,7860.88,975.76,0
21,5303.47,32.45,605,3532.25,0.84,5,3,8932.67,11614.35,0
32,3954.68,18.53,351,14073.33,0.3,7,0,11422.73,10401.41,0
29,4443.95,31.38,642,11846.06,0.71,3,2,4562.05,12768.06,1
24,4330.37,34.89,786,6332.85,0.29,2,3,12940.42,7568.34,1
50,3196.95,5.83,475,2829.56,0.7,0,4,10339.6,5300.68,0
27,5575.48,13.21,768,1812.86,0.6,0,3,8663.09,8653.41,1
37,2418.17,34.53,357,3156.18,0.67,7,1,12059.29,8073.3,0
39,4405.22,0.27,341,6248.62,0.72,5,1,5182.73,11975.1,0
22,4124.81,34.38,390,9430.04,0.41,5,4,7397.61,9967.43,0
37,2747.56,34.99,762,5663.14,0.69,1,0,8781.63,10750.38,1
50,4502.47,26.42,600,9414.69,0.24,4,3,7856.21,5995.47,1
48,4671.78,13.63,634,5102.2,0.86,4,3,8469.83,4830.55,0
47,4250.15,23.69,362,0.0,0.85,7,4,15274.48,11484.1,0
64,3458.67,0.73,728,6508.53,0.28,4,3,10052.24,11241.52,1
30,4608.64,12.32,685,8704.37,0.33,0,3,8896.84,6170.35,1
38,5206.92,1.26,699,7352.8,0.34,1,4,9496.89,14729.0,1
54,4402.74,14.97,848,8972.02,0.63,2,1,8557.91,5781.19,1
30,5755.25,23.92,475,2631.52,0.42,2,4,9294.72,6857.89,0
36,4977.03,0.7,329,4690.62,0.73,7,3,7515.2,5947.43,0
49,4896.47,31.35,771,5618.27,0.39,6,0,7556.41,5450.74,1
55,5455.37,3.12,363,6641.3,0.65,2,0,10334.89,7292.61,0
21,3608.92,8.28,323,7338.32,0.45,4,4,11207.26,6666.68,0
40,3735.14,13.62,728,8623.17,0.6,0,0,6269.33,10871.61,1
39,4668.36,3.92,814,4272.61,0.21,2,1,9365.64,5398.76,1
36,4671.87,26.18,778,2221.8,0.34,3,2,7200.12,2573.69,1
36,5562.92,23.79,328,4145.62,0.52,1,2,7683.29,9724.58,0
62,5235.83,20.63,777,4915.56,0.81,1,1,3356.45,1605.5,1
39,4363.21,15.03,665,4137.67,0.5,4,1,9444.59,3812.99,1
50,4402.73,20.84,727,2623.65,0.41,3,2,10660.97,5945.38,1
23,3958.97,13.16,558,8284.3,0.63,1,4,10502.84,7005.84,0
58,3879.44,23.3,391,8586.44,0.75,1,1,13914.79,3438.19,0
48,3802.2,31.32,649,8643.77,0.59,2,4,12402.49,5861.84,0
39,5023.33,27.06,541,7981.07,0.21,5,1,13757.5,12713.07,1
51,3786.88,12.83,811,7233.14,0.48,7,3,13868.75,4993.84,1
58,3892.27,31.0,838,4130.89,0.77,7,3,8450.88,2315.97,1
57,4355.98,10.93,699,4281.58,0.74,1,1,11576.12,3918.61,1
63,3752.48,23.78,492,6446.32,0.94,5,2,7011.22,6909.67,0
67,4009.26,25.88,573,0.0,0.69,3,2,11649.19,5715.01,0
58,2252.15,14.39,693,6314.88,0.34,6,2,6670.14,9390.01,1
38,4554.75,30.13,678,0.0,0.65,1,4,3082.13,6092.8,1
58,3945.26,34.08,512,11290.72,0.41,0,3,12075.35,5662.42,0
53,4394.9,4.21,502,7519.64,0.35,2,3,7344.4,5905.42,0
36,4556.13,1.59,583,3569.12,0.65,2,4,9546.34,6141.11,0
42,2557.56,10.28,378,5463.81,0.64,7,4,10706.18,9098.25,0
21,6393.8,0.92,587,3939.14,0.38,4,3,10733.35,10564.32,1
31,4381.41,34.55,374,10387.27,0.48,1,4,9071.41,8709.82,0
27,4406.8,9.42,396,9039.21,0.21,1,0,12678.84,792.01,1
64,2647.91,5.48,447,5856.71,0.72,0,2,5693.35,7282.76,0
66,4822.87,20.5,820,3988.15,0.52,6,4,4517.11,8059.28,1
57,4642.25,33.44,795,7430.89,0.5,3,2,11543.08,13724.91,1
34,3955.59,30.54,783,6413.53,0.59,2,3,7278.19,11800.56,1
67,4510.58,30.64,539,5453.7,0.7,0,3,9519.74,9837.35,0
32,5450.17,6.92,701,3970.53,0.08,3,4,10631.63,7427.82,1
61,4002.1,9.38,679,742.06,0.71,1,2,8741.9,4585.84,0
58,3496.82,3.09,440,1313.72,0.71,1,0,9089.96,3535.25,0
65,5514.46,24.45,485,3299.95,0.12,1,4,7714.88,13488.8,1
57,4560.32,12.46,765,463.76,0.85,1,1,9181.72,13385.17,1
27,4165.8,23.21,755,2621.5,0.75,3,2,7595.76,12848.54,1
21,6399.17,1.16,496,11161.92,0.69,6,1,6646.12,1809.47,0
21,4474.02,25.97,647,5664.69,0.18,7,2,12338.06,7305.85,1
68,4175.56,4.5,311,7762.65,0.6,5,3,13419.67,6328.05,0
30,4571.92,34.57,437,3726.69,0.16,0,1,12264.89,5836.43,1
62,3971.07,9.4,805,9776.09,0.54,1,3,7646.98,12753.3,1
41,4524.8,17.1,329,5981.43,0.27,1,2,11032.04,7942.99,0
63,4465.71,28.75,768,8095.47,0.42,3,0,9897.82,8880.46,1
54,3739.87,22.1,726,9041.98,0.47,1,0,7724.61,1077.34,1
24,4095.45,2.83,691,6967.76,0.26,2,4,9021.27,8931.91,0
42,4606.53,32.4,398,11650.6,0.22,7,0,8149.15,4805.41,1
53,4670.4,25.73,410,2683.86,0.3,3,2,12308.11,7798.16,1
46,4848.91,26.37,718,4557.77,0.22,4,0,11332.59,7146.31,1
28,5029.75,17.9,300,7149.35,0.4,7,1,8619.73,6871.57,0
58,4546.04,5.75,378,5300.13,0.36,2,3,6721.7,5560.29,0
55,4785.78,22.94,479,7029.25,0.15,1,3,11808.84,5451.58,1
24,3976.63,10.88,744,12412.34,0.61,6,2,10192.72,5739.24,0
30,4086.35,29.16,798,4652.77,0.26,6,2,8428.09,9514.14,1
54,5250.11,11.49,683,6449.34,0.56,4,3,12395.5,16714.6,1
27,2535.8,23.46,564,3960.53,0.22,7,2,10681.89,5049.48,1
23,4644.34,18.95,399,3022.15,0.51,1,0,9577.91,11501.24,1
38,7153.63,5.38,532,0.0,0.67,4,2,8703.1,3367.89,1
33,2639.11,23.89,546,7086.93,0.42,2,0,13311.91,5612.35,1
38,5652.09,33.93,738,9978.99,0.39,7,3,6797.71,4979.46,1
56,2716.61,2.09,660,5702.51,0.48,6,4,6135.76,11605.57,0
32,4618.54,20.57,621,9386.08,0.63,5,2,7734.17,14953.21,1
54,5748.86,22.67,399,1417.2,0.87,3,3,11099.41,2935.0,0
49,5620.18,29.36,445,5005.47,0.3,7,3,7351.59,6220.79,1
40,3460.99,11.13,409,5111.31,0.45,0,2,8760.78,3312.71,0
26,3102.57,29.04,687,7890.12,0.43,2,4,8318.62,14856.41,1
35,2974.65,25.93,399,5729.87,0.46,3,4,6660.23,0.0,0
39,4909.71,6.68,523,7270.09,0.2,2,3,10282.93,8549.98,1
61,3909.3,26.12,336,10211.32,0.62,2,1,6299.33,7007.6,0
21,4263.13,15.69,531,2096.55,0.31,1,2,7851.14,7960.64,1
34,4487.78,7.15,825,5207.64,0.8,3,1,9368.53,11932.17,1
57,4621.93,8.5,639,6800.52,0.9,5,1,4947.67,5596.26,0
22,4732.27,11.71,420,3472.83,0.75,3,3,9643.13,11289.51,0
